"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 5413"																																	
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.001997	141.660354	99.86610633027996									17.86	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.104694	141.825528	206.18428689182795									17.95	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.437194	141.452917	81.90033168661476									17.99	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.643056	141.453611	88.95525460048916									18	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.777	141.513778	91.92966590968739									18.11	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.105472	141.825389	206.27106341908296									18.22	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.751083	141.528944	89.209486828376									18.52	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.692528	141.492361	88.48656751573735									18.64	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.732833	141.538333	87.40529929578817									18.73	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.748972	141.529417	89.04409839662424									18.75	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.104639	141.825444	206.18001096763115									18.75	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.438833	141.441111	82.94695001878497									19.05	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.750306	141.528583	89.18709586234529									19.07	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.849972	141.967417	175.94176788388384									19.53	623	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.741917	141.533222	88.33286801210542									19.57	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.197194	140.965639	123.69196248252476									19.7	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.102889	141.825306	205.99375665098577									19.88	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.945167	141.637	96.35965231773618									19.91	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.181944	141.8045	214.94364954851713									10.45	85	5														
		"y"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.075167	140.918306	129.80123753462908									7.41	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.949056	141.635722	96.75511460829104									12.14	48.4	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.217833	141.80675	218.779033359384									11.74	420	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.199167	140.935694	126.28214701139989									4.43	2956	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.884139	141.644278	90.98753571999472									13.46	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.615333	141.961757	150.63226418491132									13.1	30	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.897583	141.590306	95.36141746085652									6.26	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.903694	141.64875	92.28228221391169									14.55	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.166778	140.956306	124.87699821189597									8	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.421139	141.277528	96.7328631612373									5.02	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.73775	141.975917	163.6006927362875									15.87	250.95	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.691559	141.9661	158.77945850075255									15.19	90	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.715111	141.519639	87.71877345514835									9.55	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.807333	141.551694	91.29467880953213									17.12	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.916417	140.905028	135.4999446199927									12.8	1560	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.439472	141.439583	83.09117812208328									20.07	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.116222	141.8305	207.33205775575965									17.37	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.142964	141.832833	105.00416987852114									18.95	373.48	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.822556	140.986139	132.61490022671958									21.01	20	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.442216	141.26379	98.26413893270549									1.32	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.79875	141.980417	170.14693272410474									24.36	420	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.360056	141.880417	125.52407417841427									6.94	2780	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.414167	141.329167	92.15976499677136									6.84	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.292333	141.021444	118.23399877382894									3.27	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.267806	141.911847	114.97813278024971									7.25	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.923472	140.905389	135.2218533918395									7.87	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.356778	141.152583	106.919977625084									8.4	17	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.789694	141.504111	93.43016046994813									9.46	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.536964	141.411047	88.13130665306694									4.22	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.370334	140.62412	264.0779475131508									4.7	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.172083	140.942556	126.00215836712461									4.55	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.017917	141.720194	98.14839981585588									8.4	40	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.15217	140.889352	130.9034622673264									2	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.035417	140.881361	133.9023109565303									1.07	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.2506	140.986083	121.4701246840745									2.6	1910	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.053972	141.81625	96.99677620215782									26.94	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.827917	141.980861	173.31241452585644									28.16	38	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.883333	141.949917	179.8732739378462									28.69	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.636	141.517472	83.61098518652254									29.37	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.636806	141.499889	85.02336490125225									30.1	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.795833	141.5345	91.70281449854373									32.26	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.459611	141.517056	76.9388279215408									35.55	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.514222	141.453	83.89797775317291									36.41	0	4														
		"n"	"JAPAN"	"WAKAYAMA"	"WAKAYAMA PREFECTURE, KINKI REGION"	33.475	135.774444	800.3575479841306									1.15	0	8														
		"n"	"JAPAN"	"TOKUSHIMA"	"TOKUSHIMA PREF., SHIKOKU REGION"	33.593022	134.359703	891.1327513384759									1.27	0	8														
		"n"	"JAPAN"	"WAKAYAMA"	"WAKAYAMA PREFECTURE, KINKI REGION"	33.463333	135.783056	800.6772677773381									1.31	0	8														
		"n"	"JAPAN"	"KOCHI"	"KOCHI PREFECTURE, SHIKOKU REGION"	33.5493	134.301828	898.354134393115									1.42	0	8														
		"n"	"JAPAN"	"TOKUSHIMA"	"TOKUSHIMA PREF., SHIKOKU REGION"	33.625012	134.36261	888.7335916962654									1.64	0	8														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.406944	141.719444	240.9268946985223									6.28	130	8														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.405556	141.718611	240.79397832001013									8.08	200	8														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.421111	141.706944	242.7078318670096									9.73	10	8														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.423333	141.704167	243.00400023652745									9.73	20	8														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.436667	141.692222	244.6860124059954									11.83	50	8														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.389728	141.102117	111.57718702162428									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.457697	141.343932	91.67215492632548									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.452631	141.324991	93.19337956867936									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.460502	141.279568	97.2506876707246									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.466891	141.288413	96.62333540927987									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.467155	141.28798	96.66599327857718									0	0	5														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.589836	140.492553	343.9513284730812									0	0	5														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.789083	140.800611	311.48482793643154									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.03025	140.869167	135.07474339368866									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.134581	140.881836	131.82498312579685									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.108383	140.886833	131.84498418500326									0	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.1726	140.909667	128.85785535022117									0	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.985306	141.707694	95.8807399001443									18.42	245	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.017541	141.607954	104.07737619816338									18.44	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.685579	141.969373	158.06951490080354									18.46	280	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.021139	141.645056	102.3537777707696									18.5	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.020528	141.646917	102.20044012866923									18.5	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.662178	141.971051	155.5054557468248									18.54	20	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.661067	141.970726	155.3916151935956									18.55	30	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.108333	141.804917	102.73126735328233									18.58	487	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.611375	141.959606	150.24992666486298									18.6	290	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.674693	141.980505	156.6794932055277									18.61	20	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.316167	141.94575	119.07026639905129									18.63	17	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.308944	141.891556	119.86918704696335									18.75	86.83	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.99025	141.706139	96.3989612498115									18.79	790	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.001515	141.659359	99.87815917831									18.79	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.153278	141.839667	105.7660401923795									18.82	218	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.116153	141.830444	207.3256926615441									18.84	138.1	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.14275	141.827889	105.17604164703494									18.95	789.69	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.013472	141.895028	194.98624580308586									19.02	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.224861	141.830694	219.08857561544278									19.04	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.687117	141.9716	158.19344676609558									19.06	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.738306	141.976722	163.64638519164302									19.08	306.04	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.801967	141.548783	91.12828151931637									19.15	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.684847	141.96977	157.98268864594795									19.17	310	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.706361	141.975556	160.2034951912695									19.2	263	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.635222	142.022528	151.63545139243988									19.27	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.635667	142.021111	151.7084748945024									19.34	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.570689	142.035289	144.39739191647126									19.38	223.33	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.635104	142.023087	151.61292406908248									19.38	70	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.305278	141.889444	119.55255237731745									19.43	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.426056	142.008639	129.2674419454446									19.46	45	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.132778	141.858389	208.59570700279306									19.63	90	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.894833	140.930111	134.20683737039664									19.63	130	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.931972	141.937694	185.37331150124515									19.77	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.783117	141.5152	92.2217602789155									19.87	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.049614	141.869436	199.37862093135232									19.94	52.9	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.161833	141.894472	104.63448721478366									20.02	70	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.706361	141.975333	160.20764701193238									20.12	60	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.439046	141.439146	83.11992170187133									20.19	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.756028	141.524222	89.85757129104077									20.42	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.106306	141.825611	206.35674277626794									20.55	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.852056	141.975528	176.02994481419785									20.63	60	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.368178	141.484947	78.04693093596723									20.94	131.37	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.10375	141.825306	206.08673778253484									21.48	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.103694	141.825361	206.07959978473076									21.68	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.58525	141.463972	85.56857300844908									22.81	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.699861	141.479583	89.85498974072009									22.9	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.905611	141.65125	92.28863916772093									22.94	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.960583	141.949467	188.28284581263694									23.37	530	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.952986	141.9504	187.44014914681384									23.52	720	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.802556	141.550639	91.04083483780346									24.3	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.937472	141.935803	186.00417843898924									25.82	390	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.440639	141.528583	75.49680539699261									28.12	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.311796	141.8837	120.40485608416029									29.34	740	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.680444	141.475111	89.15375861701568									30.22	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.752333	141.527694	89.37731461501562									33.93	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.894194	141.598472	94.5911757324781									38.49	0	4														
		"n"	"JAPAN"	"SHIZUOKA"	"SHIZUOKA PREFECTURE, TOKAI REGION"	35.025389	138.897667	477.77689643023314									1.25	0	8														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.542586	140.449386	350.4280807195847									0	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.89235	141.953642	180.78821407224572									0	120	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.449831	141.318331	93.71030154776895									0.17	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.449337	141.281624	96.85736569467683									0.29	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.454261	141.300261	95.34964936849721									0.82	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.607516	141.50156	484.3204979370899									1.18	240	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.155077	140.894417	130.42141224186193									1.25	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.376772	141.068278	114.41292074785208									1.32	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.380319	141.130111	109.05410506054835									1.34	0	5														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.381611	139.915167	390.77890270785304									1.61	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.247469	142.55321	438.92722955364053									1.76	0	5														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.525577	141.321489	477.9473028442527									1.8	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.290944	140.991556	120.85041166839439									2	4951	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.2506	140.986083	121.4701246840745									1.35	1910	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.144944	140.892444	130.74225482342604									2.04	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.07175	140.917528	129.9435210431417									4.82	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.22225	140.950417	124.78209256425292									2.31	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.964722	140.901083	134.21721819184714									5.07	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.315778	141.037333	116.84272461652682									2.56	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.534667	141.556028	258.1997964932512									5.4	100	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.040369	140.920769	130.40791446764445									6.4	125	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.252722	140.96075	123.67348425622147									3.07	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.229322	140.943271	125.35058703049307									2.39	0	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.944198	140.901562	198.53528255682642									3.74	0	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.988329	140.961159	191.3673391096671									4.32	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.481627	141.982648	135.7999018317524									7.77	130	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.453383	141.676286	246.81705985129554									6.1	46	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.422414	141.308286	94.09280835443852									6.2	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.649588	141.951	154.546009268507									7.95	350	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.273194	141.020528	118.358030714837									6.73	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.469472	141.648917	249.1284618562055									9.6	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.1485	140.901278	129.9214399861142									2.11	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.0559	140.919167	130.1664162400744									4.8	346	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.422611	141.342	91.18288864302457									3.58	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.013242	141.730197	97.2230851926051									12.63	113.35	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.357222	141.156361	106.5930263522343									5.84	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.438778	141.279528	96.8472018492876									1.51	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.293667	141.796194	227.1865091926588									13.75	30	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.432667	141.306639	94.40352327903518									2.78	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.180917	140.956972	124.63515703522314									9.06	473	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.617556	141.450583	269.58717550279425									8.84	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.909911	141.944442	182.85755209902797									11.7	350	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.82555	141.58455	90.3596247639018									11.63	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.8265	141.973611	173.28226217556835									16.74	737	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.971436	140.883122	135.5256310635682									0	2744	5														
