"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 5413"																																	
		"n"	"JAPAN"	"HOKKAIDO"	"SHOYAGYOKO"	42.033	143.3	422.2786919063614	11	6	20	0	34	11	7	2	3.15		2	31	"F"												
		"n"	"JAPAN"	"HOKKAIDO"	"HAKODATE"	41.7187	140.7247	405.1341161813111	11	7	15	1	29	11	14	35	1.75		2	34	"R"	1	1			3	1		1			128	3
		"n"	"USA"	"AK"	"D21414 BPR, NORTHWEST PACIFIC OCEAN"	48.942	178.27	3093.8105688890446	11	9	13	3	26	11	9	27	0.27		3	24													
		"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAINISHIKO"	42.633	141.617	485.72929346546766	11	6	38	0	52	11	8	1	2.26		2	78	"F"												
		"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAIHIGASHIKO"	42.6	141.817	480.13840697301526	11	6	34	0	48	11	7	54	2.48		2	91	"F"												
		"n"	"JAPAN"	"HOKKAIDO"	"SHIRAOI"	42.55	141.35	480.16707938377124	11	6	36	0	50	11	7	58	1.34		2	39	"F"												
		"n"	"JAPAN"	"HOKKAIDO"	"OSHIMA MORI-KO"	42.116666	140.6	450.1600301348828	11	6	56	0	10	11	10	36	1.21		2	37													
		"n"	"JAPAN"	"HOKKAIDO"	"MURORANKO"	42.35	140.95	465.9945246879588	11	7	1	1	15	11	11	25	0.8		2	38	"F"												
		"n"	"JAPAN"	"HOKKAIDO"	"WAKKANAI"	45.41	141.69	792.0695270523471	11	9	48	4	2	11	19	15	0.38		2	66	"R"												
		"n"	"JAPAN"	"HOKKAIDO"	"RUMOI"	43.96	141.68	631.5923649732849						11	15	32	0.2		2	60													
		"n"	"JAPAN"	"HOKKAIDO"	"OTARU"	43.95	141.633	630.8619611411293						12	5	50	0.31		2	66													
		"n"	"JAPAN"	"HOKKAIDO"	"ISHIKARIWANSHINKO"	43.217	141.317	553.5774069873142						11	16	7	0.25		2	86													
		"n"	"JAPAN"	"HOKKAIDO"	"IWANAIKO"	42.983	140.5	543.9103043854237						11	17	35	0.25		2	24													
		"n"	"JAPAN"	"HOKKAIDO"	"ABASHIRI"	44.017	144.283	655.1091024101441	11	8	4	2	18	11	12	59	0.4		2	45	"R"												
		"n"	"JAPAN"	"HOKKAIDO"	"ESASHIKO"	44.95	142.583	739.1294374852722	11	8	47	3	1	11	20	3	0.41		2	44	"R"												
		"n"	"JAPAN"	"AOMORI"	"TAPPI"	41.25	141.383	338.6585686175509	11	7	2	1	16	11	7	32	0.25		2	38	"F"												
		"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	258.5694955363373	11	6	21	0	35	11	7	57	3.85		2	57	"F"												
		"n"	"USA TERRITORY"	"GU"	"D52405 BPR, GUAM"	12.881	132.333	2986.284806197794	11	10	22	4	35	11	10	50	0.07		3	50													
		"n"	"JAPAN"	"AOMORI"	"MUTSUSHI SEKINEHAMA"	41.367	141.233	354.5505547864204	11	6	30	0	44	11	9	28	2.08		2	25	"F"												
		"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	153.95809612573842	11	5	48	0	2	11	6	26	8.5		2			420	3	121	3				4		4		
		"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	115.79229231809457	11	5	50	0	4	11	6	21	4.2		2														
		"n"	"MICRONESIA, FED. STATES OF"		"D52403 BPR, 430 NM SW OF TRUK"	4.052	146.592	3816.535828602936	11	10	26	4	39	11	10	57	0.13		3	28													
		"n"	"USA"	"AK"	"D46402 BPR, S OF DUTCH HARBOR, AK"	51.068	-164.02	4371.812078926777	11	11	9	5	22	11	11	26	0.01		3	16													
		"n"	"JAPAN"	"YAMAGATA"	"SAKATA"	38.917	139.817	233.0222470887962						11	15	54	0.35		2	37													
		"n"	"JAPAN"	"FUKUSHIMA"	"SOMA"	37.833	140.967	133.69921139284403	11	5	55	0	9	11	6	50	9.3		2		"F"												
		"n"	"JAPAN"	"CHIBA"	"CHOSHI"	35.75	140.867	312.8063151294301	11	6	13	0	27	11	12	43	1.9		2	39	"R"								1				
		"n"	"JAPAN"	"CHIBA"	"TATEYAMA"	34.983	139.85	431.4097586517866	11	6	29	0	43	11	8	5	1.6		2														
		"n"	"JAPAN"	"TOKYO"	"TOKYO HARUMI"	35.65	139.767	374.3107712610245	11	7	40	1	54	11	9	49	1.55		2	60	"R"												
		"n"	"JAPAN"	"KANAGAWA"	"YOKOSUKA"	35.283	139.65	413.4044711748413	11	6	54	1	8	11	8	17	1.03		2	60	"R"												
		"n"	"JAPAN"	"CHIBA"	"CHIBA"	35.567	140.05	366.8730787751802	11	7	34	1	48	11	8	43	0.89		2	69	"R"								1				
		"n"	"JAPAN"	"KANAGAWA"	"YOKOHAMA"	35.45	139.65	398.4064897500035	11	7	10	1	24	11	8	38	1.37		2	67	"R"												
		"n"	"JAPAN"	"IZU-OSHIMA, TOKYO"	"OKADA"	34.783	139.383	472.9446975396375	11	5	52	0	6	11	7	16	0.59		2	30													
		"n"	"SOLOMON ISLANDS"		"D52406 BPR, HONIARA"	-5.2936	165.0018	5362.5296115264655	11	12	20	6	33	11	12	34	0.2		3	26													
		"n"	"JAPAN"	"TOKYO"	"TSUBOTA"	34.05	139.55	535.2609684908134	11	6	26	0	40	11	14	38	0.73		2	5	"R"												
		"n"	"JAPAN"	"TOKYO"	"YAENE, HACHIJO ISLAND"	33.1	139.767	622.9173604586879	11	6	41	0	55	11	15	53	1.25		2	12	"R"												
		"n"	"JAPAN"	"IZU-OSHIMA, TOKYO"	"KOZUSHIMA"	34.217	139.133	538.1921956977278	11	6	40	0	54	11	16	22	0.68		2	11	"R"												
		"n"	"JAPAN"	"TOKYO"	"KAMINATO, HACHIJO ISLAND"	33.133	139.8	618.3850887021796	11	6	35	0	49	11	6	45	0.83		2	26	"R"												
		"n"	"JAPAN"	"BONIN IS, TOKYO"	"CHICHIJIMA ISLAND"	27.0939	142.1947	1242.541685769272	11	7	11	1	25	11	7	46	1.76		2	20	"R"												
		"n"	"JAPAN"	"TOKYO"	"MINAMI TORISHIMA"	24.283056	153.986389	1903.427610059535	11	7	51	2	5	11	7	55	0.31		2	22	"R"												
		"n"	"JAPAN"	"KANAGAWA"	"ODAWARA"	35.256	139.16	442.82950832683775	11	6	33	0	47	11	6	49	0.84		2	85	"R"												
		"n"	"JAPAN"	"NIIGATA"	"NIIGATAKO (NISHI)"	37.933333	139.066667	292.7284895209962						11	16	46	0.17		2	60													
		"n"	"JAPAN"	"NIIGATA"	"AWASHIMA"	38.467	139.267	272.02864682210196						11	17	50	0.09		2	56													
		"n"	"JAPAN"	"IBARAKI"	"OARAIKO"	36.333	140.583	269.5936226970674	11	6	17	0	31	11	7	52	2.8		2	25	"R"												
		"n"	"PAPUA NEW GUINEA"		"D55023 BPR, ETD CORAL SEA"	-14.8001	153.5797	5992.679093367221	11	15	1	9	14	11	15	22	0.04		3	52													
		"n"	"PAPUA NEW GUINEA"		"D55012 BPR, CORAL SEA"	-15.8	158.5	6220.403382471343						11	15	43	0.04		3														
		"n"	"SAMOA"		"D51425 BPR, 370 NM NW OF APIA"	-9.5044	-176.2297	6815.651322945843	11	13	48	8	1	11	14	22	0.14		3	26													
		"n"	"JAPAN"	"SHIZUOKA"	"UCHIURA"	35.017	138.883	479.3468913186658	11	7	3	1	17	11	7	30	1.04		2	60	"R"												
		"n"	"USA"	"CA"	"D46411 BPR, NW OF SAN FRANCISCO, CA"	39.34	-127.007	7498.748402117255	11	14	53	9	6	11	14	53	0.19		3	20													
		"n"	"USA"	"CA"	"D46412 BPR, W-SW OF SAN DIEGO, CA"	32.246	-120.698	8412.044562432522	11	15	54	10	7	11	19	5	0.1		3	36													
		"n"	"MEXICO"	"COLIMA"	"D43412 BPR, 240 NM SW MANZANILLO"	16.034	-107.001	10626.162954117164	11	19	7	13	20	11	19	20	0.15		3	16													
		"n"	"JAPAN"	"MIE"	"TOBA"	34.483	136.817	653.6692751851841	11	7	33	1	47	11	10	14	1.5		2	53	"R"												
		"n"	"JAPAN"	"MIE"	"OWASE"	34.083	136.2	725.5853098947044	11	7	17	1	31	11	8	13	1.64		2	41	"R"												
		"n"	"MEXICO"		"D43413 BPR, 360 NM SW ACAPULCO"	10.8372	-100.0842	11565.251697585427	11	20	36	14	49	11	20	49	0.2		3	18													
		"n"	"JAPAN"	"WAKAYAMA"	"URAGAMI"	33.55	135.9	786.1826071404416	11	7	14	1	28	11	8	47	1.12		2	33	"R"												
		"n"	"PANAMA"		"D32411 BPR, 710 NM WSW OF PANAMA"	4.995	-90.85	12740.354719051646	11	22	23	16	36	11	23	3	0.11		3	14													
		"n"	"JAPAN"	"TOKUSHIMA"	"YUKI"	33.767	134.6	861.6929112858535	11	7	37	1	51	11	8	22	1.07		2	38	"R"												
		"n"	"JAPAN"	"KOCHI"	"SUSAKI"	33.383	133.3	983.6974732240197	11	8	0	2	14	11	11	59	2.2		2	39	"R"												
		"n"	"JAPAN"	"MIYAZAKI"	"ABURATSU"	31.583	131.417	1246.0878403542965	11	8	3	2	17	11	15	28	1.18		2	31	"R"												
		"n"	"JAPAN"	"MIYAZAKI"	"MIYAZAKIKO"	31.9	131.45	1221.4840413475836	11	8	13	2	27	11	18	33	1.4		2	39	"R"												
		"n"	"JAPAN"	"KAGOSHIMA"	"SHIBUSHI-KO"	31.4667	131.105	1277.1421987057186	11	8	19	2	33	11	9	18	0.96		2	66	"R"												
		"n"	"JAPAN"	"MIYAGI"	"MINAMI SANRIKU TOWN"	38.65	141.44	90.35612152023454									15.5		4			558	3	343	3								
		"n"	"CHILE"	"AYSEN"	"PUERTO CHACABUCO"	-45.4666	-72.8166	17019.414314782985	12	6	48	25	2				0.26		2	55	"R"												
		"n"	"USA"	"HI"	"MOKUOLOE-COCONUT IS, OAHU"	21.433	-157.79	5967.840829944745	11	13	19	7	32	11	13	40	0.27		2	66													
		"n"	"USA"	"WA"	"WILLAPA BAY, WA"	46.705	-123.959	7288.271018671517	11	15	57	10	10	11	18	49	0.22		2	28													
		"n"	"JAPAN"	"AOMORI"	"MISAWA"	40.6836	141.3597	278.93594131720096											1										1				
		"n"	"JAPAN"	"IWATE"	"KUJI"	40.1878	141.7689	216.29648146610333	11	5	56	0	10				9		4			2	1	2	1				2			573	3
		"n"	"JAPAN"	"IWATE"	"RIKUZEN"	39.0203	141.6542	101.78976793979598									19		5			1554	4	385	4				3			3600	4
		"n"	"JAPAN"	"IWATE"	"OTSUCHI"	39.35	141.917	123.42047709131299									19		5			802	3	576	4				3				
		"n"	"JAPAN"	"IWATE"	"YAMADA TOWN"	39.467	141.95	134.97134975428236									10		5			604	3	211	3				1				
		"n"	"JAPAN"	"IWATE"	"IWAIZUMI"	39.84157	141.8892	176.50995064137015											1			7	1						1			40	1
		"n"	"JAPAN"	"IWATE"	"TANOHATA VILLAGE"	39.9305	141.8892	186.11103134868543											1			14	1	16	1				2	148	3	249	3
		"n"	"JAPAN"	"IWATE"	"FUDAI"	40.017	141.9	195.27847571428515											1					1	1				2				
		"n"	"JAPAN"	"IWATE"	"NODA"	40.117	141.833	207.36748875806362									17		5			38	1						2			400	3
		"n"	"JAPAN"	"IWATE"	"YOUNO"														1										2				
		"n"	"JAPAN"	"MIYAGI"	"SENDAI"	38.267	141.033	117.28962748019171									8	4	4			704	3	26	1				3				
		"n"	"JAPAN"	"MIYAGI"	"ISHINOMAKI"	38.417	141.267	97.58267434419722									5		4			3173	4	717	4								
		"n"	"JAPAN"	"MIYAGI"	"SHIOGAMA"	38.3	141.033	117.21627888317275									4		4			20	1	1	1								
		"n"	"JAPAN"	"MIYAGI"	"KESENNUMA"	38.9	141.57	96.81857296805353	11	5	54	0	8						1			1023	3	383	4								
		"n"	"JAPAN"	"MIYAGI"	"NATORI"	38.1667	140.8833	131.2289937063342											1			911	3	71	2								
		"n"	"JAPAN"	"MIYAGI"	"TAGAJO"	38.3	141	120.10287299486245											1			188	3	1	1								
		"n"	"JAPAN"	"MIYAGI"	"IWANUMA"	38.13	140.87	132.92585339123997											1			182	3	1	1								
		"n"	"JAPAN"	"MIYAGI"	"HIGASHI-MATSUSHIMA"	38.4287	141.0085	120.14604278950392											1			1044	4	94	2								
		"n"	"JAPAN"	"MIYAGI"	"WATARI"	38.035	140.8511	136.50244526186484											1			257	3	13	1								
		"n"	"JAPAN"	"MIYAGI"	"MATSUSHIMA TOWN"	38.3667	141.0717	114.04120120403918											1			2	1										
		"n"	"JAPAN"	"MIYAGI"	"SHICHIGAHAMA TOWN"	38.305	141.0587	114.96723393452886									10		4			70	2	5	1				4				
		"n"	"JAPAN"	"MIYAGI"	"RIFU TOWN"	38.3236	140.9744	122.3575242373924											1			46	1										
		"n"	"JAPAN"	"MIYAGI"	"ONAGAWA"	38.433	141.45	82.06599646050284									18.4		5			571	3	343	4								
		"n"	"JAPAN"	"FUKUSHIMA"	"IWAKI CITY"	37.07	140.9	188.21911570391606									9.4		5			310	3	38	1				3				
		"n"	"JAPAN"	"FUKUSHIMA"	"SOUMA CITY"	37.7964	140.9198	139.1319555426723											1			456	3	3	1								
		"n"	"JAPAN"	"FUKUSHIMA"	"MINAMI SOUMA CITY"	37.6291	140.9787	143.20536185954293											1			640	3	23	1								
		"n"	"JAPAN"	"FUKUSHIMA"	"HIRONO TOWN"	37.2145	140.9945	170.85373963795513											1			2	1	1	1				1				
		"n"	"JAPAN"	"FUKUSHIMA"	"NARAHA TOWN"	37.283	141.017	164.1073665299393											1			11	1	2	1								
		"n"	"JAPAN"	"FUKUSHIMA"	"TOMIOKA TOWN"	37.333	141.033	159.276543687427									21.1		4			19	1	6	1								
		"n"	"JAPAN"	"FUKUSHIMA"	"OKUMA TOWN"	37.4044	140.9865	157.17733890014026											1			84	2	1	1								
		"n"	"JAPAN"	"FUKUSHIMA"	"FUTABA TOWN"	37.45	141.033	150.78824814756635											1			30	1	5	1								
		"n"	"JAPAN"	"FUKUSHIMA"	"NAMIE"	37.4833	141	150.8055771209793											1			146	3	38	1								
		"n"	"JAPAN"	"FUKUSHIMA"	"SHINCHI TOWN"	37.8763	140.9196	135.78540219252005											1			109	2	1	1								
		"n"	"JAPAN"	"IBARAKI"	"OARAI TOWN"	36.333	140.583	269.5936226970674	11	6	15	0	29	11	7	52	4.63		4			24	1	1	1	706	3		2			2000	4
		"n"	"JAPAN"	"SHIZUOKA"	"SHIMODA"	34.667	138.95	506.2176653742653	11	6	41	0	55	11	13	55	0.8		1							4	1		1				
		"n"	"JAPAN"	"MIYAGI"	"YAMAMOTO TOWN"	37.9657	140.90166	134.13795375479896											1			671	3	19	1								
		"n"	"JAPAN"	"IWATE"	"HIRONO TOWN"	40.4088	141.7186	241.14410533488675											1										1				
		"n"	"JAPAN"	"IBARAKI"	"KITA-IBARAGI CITY"	36.7833	140.75	220.89652427716814											1										1				
		"n"	"JAPAN"	"IBARAKI"	"HITACHI CITY"	36.5997	140.6512	242.2657827621485									4.2		4										2	35	1		
		"n"	"JAPAN"	"IBARAKI"	"KAMISU CITY"	36.5997	140.6512	242.2657827621485											1										1				
		"n"	"JAPAN"	"CHIBA"	"ASAHI"	35.7167	140.65	324.8163333794956											1			20	1	2	1	249	3		2	254	3		
		"n"	"JAPAN"	"CHIBA"	"SOUSA"	35.6599	140.5684	333.84494367551594											1										1				
		"n"	"JAPAN"	"CHIBA"	"YOKOSHIBA-HIKARI TOWN"	35.65	140.4833	338.51308030661943											1										1				
		"n"	"JAPAN"	"CHIBA"	"SANBU"	35.5356	140.4417	351.4427805240664											1										1			243	3
		"n"	"JAPAN"	"CHIBA"	"KUJYUKURI TOWN"	35.5358	140.4398	351.5062183977889											1										1				
		"n"	"JAPAN"	"CHIBA"	"ICHINOMIYA"	35.383	140.4	368.1403662271015											1										1				
		"n"	"JAPAN"	"CHIBA"	"ISUMI"	35.23	140.4	383.2151516440246											1										1				
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA I POWER PLANT DAIICHI"	37.421389	141.0325	152.83958221395648	11	6	41	0	55				15.5		4										3				
		"n"	"NEW ZEALAND"		"MARSDEN POINT"	-35.842	174.5	8850.148194634228	11	18	40	12	53	11	22	40	0.34		2	30													
		"n"	"NEW ZEALAND"		"WHITIANGA"	-36.833	175.709	8996.213047748846	11	18	49	13	4	12	1	52	0.78		2	42													
		"n"	"NEW ZEALAND"		"MOTURIKI ISLAND"	-37.6304	176.186	9094.307148479915	11	18	48	13	2	11	21	21	0.52		2	30													
		"n"	"NEW ZEALAND"		"KAINGAROA, CHATHAM ISLAND"	-43.733	-176.268	9994.67586652429	11	19	35	13	49	11	22	0	0.78		2	11													
		"n"	"NEW ZEALAND"		"KAWHIA WHARF"	-38.0659	174.8232	9085.665868189026	11	19	49	14	2	12	8	7	0.2		2	40													
		"n"	"NEW ZEALAND"		"WESTGATE, PORT TARANAKI"	-39.067	174.033	9157.346169916627	11	19	43	13	56	12	7	26	0.38		2	22													
		"n"	"NEW ZEALAND"		"KAPITI ISLAND"	-40.842	174.938	9368.659823498914	11	21	22	15	35	12	5	36	0.22		2	40													
		"n"	"NEW ZEALAND"		"LITTLE KAITERITERI"	-41.048	173.027	9322.68955991	11	21	48	16	2	13	19	36	0.33		2	40													
		"n"	"NEW ZEALAND"		"CHARLESTON"	-41.908	171.433	9357.973838685233	11	20	36	14	50	12	2	32	0.47		2	15													
		"n"	"NEW ZEALAND"		"SUMNER HEAD"	-43.57	172.773	9570.830933580239	11	22	43	16	56	13	7	13	0.55		2	30													
		"n"	"NEW ZEALAND"	"CANTERBURY"	"LYTTELTON"	-43.6058	172.7222	9572.840011793567	11	23	1	17	14	12	15	57	0.55		2	14													
		"n"	"NEW ZEALAND"		"TIMARU"	-44.392	171.254	9607.339176966201	11	22	13	16	26	13	14	22	0.78		2	21													
		"n"	"NEW ZEALAND"		"GREEN ISLAND"	-45.9523	170.3867	9742.419365253189	11	21	54	16	8	12	4	52	0.52		2	33													
		"n"	"NEW ZEALAND"		"DOG ISLAND"	-46.652	168.412	9760.534678112756	11	23	54	18	11	12	8	55	0.28		2	43													
		"n"	"NEW ZEALAND"		"ANAWHATA"	-36.921	174.461	8957.046386738364	11	19	10	13	23	12	1	5	0.34		2	35													
		"n"	"NEW ZEALAND"		"POUTU POINT"	-36.362	174.182	8890.282018639326	11	19	15	13	29	12	3	5	0.17		2	40													
		"n"	"NEW ZEALAND"		"TARARU"	-37.128	175.521	9018.343133107675	11	20	20	14	34	12	3	55	0.29		2	100													
		"n"	"NEW ZEALAND"		"KAIKOURA"	-42.4129	173.7028	9484.040346713275	11	21	50	16	4	13	5	25	0.38		2	20													
		"n"	"ANTARCTICA"		"SCOTT BASE (NEW ZEALAND)"	-77.85	166.767	12991.23946281716	12	3	30	21	44	12	18	30	0.05		2	45													
		"n"	"JAPAN"	"FUKUSHIMA"	"ONAHAMA"	36.933	140.9	199.5728473489785	11	6	8	0	22	11	7	0	3.26		2	59	"R"												
		"n"	"BRAZIL"		"ARRAIAL DO CABO"	-22.973	-42.012	18255.770651665298	12	11	55	30	19				0.11		2														
		"n"	"JAPAN"	"AOMORI"	"HASHIKAMI TOWN"	40.45	141.62	247.67875553679735											1										1				
		"n"	"JAPAN"	"IBARAKI"	"TOKAI VILLAGE"	36.4729	140.5663	258.0295412824305											1														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA II POWER PLANT DAINI"	37.316236	141.024897	161.06718561460744									14.5		4														
		"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	96.58556110328908									24		5			339	3	107	3				4	3498	4		
		"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	96.58556110328908									9.5		4														
		"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	258.5694955363373									9		4			3	1	1	1	61	2						
		"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	115.79229231809457									9		4			884	3	198	3				1				
		"n"	"JAPAN"	"MIYAGI"	"SENDAI AIRPORT"	38.139444	140.9166666	128.72550461299292									12	4	4														
		"n"	"USA"	"CA"	"KLAMATH RIVER, CA"	41.547	-124.083	7579.066356303087									2.5		1			1	1										
		"n"	"JAPAN"	"AOMORI"	"SHIRAHAMA BEACH"												9.3		5														
		"n"	"JAPAN"	"HOKKAIDO"	"HAKODATE"	41.783	140.733	411.57434025676315									2		4														
		"n"	"JAPAN"	"FUKUOKA"	"SUMIYOSHI"	33.58	130.42	1197.531280823848									2		4														
		"n"	"JAPAN"	"HOKKAIDO"	"MORI"	42.1028	140.5722	449.5154818691442									2		4														
		"n"	"JAPAN"	"HOKKAIDO"	"MUKAWA"	42.567	141.917	475.72757179930346									2.9		4														
		"n"	"JAPAN"	"HOKKAIDO"	"SHIZUNAI"	42.333	142.367	448.160841850483									1.7		4														
		"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA"	42.167	142.767	431.0262382412448									3.4		4														
		"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.117	142.933	426.8356033298775									3.7		4														
		"n"	"JAPAN"	"HOKKAIDO"	"FUYUSHIMA"	42.1	142.983	425.4580079526214									1.8		4														
		"n"	"JAPAN"	"HOKKAIDO"	"ASAHI"	42.067	143.067	422.76140305524376									3.5		4														
		"n"	"JAPAN"	"HOKKAIDO"	"FUEMAI"	42.05	143.1	421.2963330692947									4.1		4														
		"n"	"JAPAN"	"HOKKAIDO"	"ERIMO"	41.933	143.25	410.5872654074388									4.5		4														
		"n"	"JAPAN"	"HOKKAIDO"	"UTABETSU"	42	143.167	416.6949988318724									3.5		4														
		"n"	"JAPAN"	"HOKKAIDO"	"TOKACHI"	42.3	143.317	451.67356978240605									4		4														
		"n"	"JAPAN"	"AOMORI"	"ROKKASHO"	40.967	141.383	308.38034551723644									3.4		4														
		"n"	"JAPAN"	"AOMORI"	"ITSUKAWAME"	40.717	141.433	280.5749398756095									7.9		4														
		"n"	"JAPAN"	"AOMORI"	"ICHIKAWA"	40.5833	141.45	265.97507968739615									8		4														
		"n"	"JAPAN"	"AOMORI"	"OOJYA"												8.4		5														
		"n"	"JAPAN"	"AOMORI"	"TANEICHI-KAIHIN PARK"	40.41	141.715	241.34625235701932									5.5		4														
		"n"	"JAPAN"	"IWATE"	"KUKI PORT"												18.6		5														
		"n"	"JAPAN"	"IWATE"	"TSUKUEHAMA"	39.951	141.957	187.1134322597991									28		5														
		"n"	"JAPAN"	"IWATE"	"SHIMANOKOSHI"	39.9	141.933	181.98503019627225									27		5														
		"n"	"JAPAN"	"IWATE"	"TAROU DISTRICT, MIYAKO CITY"												25.5		5														
		"n"	"JAPAN"	"IWATE"	"KOBORINAI"	39.583	141.967	147.03935621217175									37.88		4														
		"n"	"JAPAN"	"IWATE"	"RYOURI"	39.033	141.8	95.71966115705587									23.6		5														
		"n"	"JAPAN"	"IWATE"	"OKIRAI"	39.117	141.817	103.07718204190459									17.3		4														
		"n"	"JAPAN"	"MIYAGI"	"KOIZUMI"	38.7667	141.5	92.26469459789574									16.06		5														
		"n"	"JAPAN"	"MIYAGI"	"AKAUSHI, MOTOYOSHI"												22.2		4														
		"n"	"JAPAN"	"MIYAGI"	"OGACHI-MACHI"												16		5														
		"n"	"JAPAN"	"MIYAGI"	"ARAHAMA"	38.05	140.917	130.49327657564024									9.38		4														
		"n"	"JAPAN"	"MIYAGI"	"TORINOUMI-KOUEN"												8		4														
		"n"	"JAPAN"	"FUKUSHIMA"	"ISOBE"	37.767	140.99	134.9181591702384									8		4										3		3		
		"n"	"JAPAN"	"IBARAKI"	"HIRAKATA"	36.85	140.8	212.36319767827052									7.32		4														
		"n"	"JAPAN"	"IBARAKI"	"KAWARAGO"	36.5333	140.65	248.14429667028224									5.75		4														
		"n"	"JAPAN"	"IBARAKI"	"HIRAISO BEACH"												3.5		4														
		"n"	"JAPAN"	"IBARAKI"	"KASHIMA PORT"	35.967	140.678	299.23385722456743									5.45		4														
		"n"	"JAPAN"	"CHIBA"	"TOKAWA"	35.7	140.85	318.4871308425374									5.3		4														
		"n"	"JAPAN"	"CHIBA"	"YASASHIGAWA"												7.6		4														
		"n"	"JAPAN"	"CHIBA"	"KATAKAI"	35.5333	140.45	351.3053978745248									2.2		4														
		"n"	"JAPAN"	"CHIBA"	"TAITOU"												4.2		4														
		"n"	"JAPAN"	"CHIBA"	"ONJYUKU"	35.1833	140.3667	389.2068807057924									2.5		4														
		"n"	"JAPAN"	"CHIBA"	"KATSUURA"	35.133	140.25	399.04072859119145									2.2		4														
		"n"	"JAPAN"	"CHIBA"	"AMATSU"	35.1167	140.1667	404.2165414808354									2		4														
		"n"	"JAPAN"	"CHIBA"	"NEMOTO"	34.9	139.8333	440.11452713189027									2.6		4														
		"n"	"JAPAN"	"CHIBA"	"MERA"	34.917	139.817	439.244569319314									2		4														
		"n"	"JAPAN"	"IBARAKI"	"KASHIMAKO"	35.967	140.678	299.23385722456743									5.7		4														
		"n"	"CANADA"	"BC"	"BELLA BELLA, BRITISH COLUMBIA"	52.163	-128.143	6734.832031224147									0.21		2														
		"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	7027.252445681573									0.62		2														
		"n"	"INDONESIA"	"NORTH MALUKU"	"JAILOLO, HALMAHERA"	1.0572	127.4698	4395.871246615663									0.1		2														
		"n"	"INDONESIA"	"PAPUA"	"JAYAPURA"	-2.533	140.7	4523.831010127557									0.85		2														
		"n"	"INDONESIA"	"PAPUA"	"SARMI, BIAK, IRIAN JAYA"	-1.85	138.73	4460.782213046913									0.93		2														
		"n"	"INDONESIA"	"WEST PAPUA"	"RAJA AMPAT"	-0.5	130.516667	4464.468632836394									0.47		2														
		"n"	"INDONESIA"	"WEST PAPUA"	"GEBE"	-0.07738	129.4272	4451.200538616109									0.22		2														
		"n"	"TAIWAN"		"TAIWAN"												0.1		2														
		"n"	"INDONESIA"	"PAPUA"	"JAYAPURA"	-2.533	140.7	4523.831010127557											1			1	1										
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.148514	141.000555	175.74946601924157									6.57	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.96275	141.631611	98.12870496799906									6.57	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.482744	141.975845	136.06818745544905									6.59	105	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.478306	141.945056	136.29514744374626									6.6	980	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.274306	141.012833	119.02750794716898									6.6	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.306056	141.419333	83.42447618332298									6.63	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.257611	141.002667	119.98366887255114									6.66	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.640222	141.964389	153.26421468943352									6.66	38.95	4														
